bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,tags
1103,Snow-Flower-and-the-Secret-Fan,Lisa-See,4.07,0812968069,9780812968064,eng,269,297533,14935,2/21/2006,Random-House,1103 snow-flower-and-the-secret-fan lisa-see 4.07 0812968069 9780812968064 eng 269 297533 14935 2/21/2006 random-house
1110,The-Broker,John-Grisham,3.78,0385340540,9780385340540,eng,422,72361,2334,9/26/2006,Delta,1110 the-broker john-grisham 3.78 0385340540 9780385340540 eng 422 72361 2334 9/26/2006 delta
1111,The-Power-Broker:-Robert-Moses-and-the-Fall-of-New-York,Robert-A.-Caro,4.51,0394720245,9780394720241,eng,1344,11208,1237,7/12/1975,Vintage,1111 the-power-broker:-robert-moses-and-the-fall-of-new-york robert-a.-caro 4.51 0394720245 9780394720241 eng 1344 11208 1237 7/12/1975 vintage
1117,The-Power-Broker:-A-Novel-(Christian-Gillette--#3),Stephen-W.-Frey,3.75,0345480600,9780345480606,eng,320,28,1,7/25/2006,Ballantine-Books,1117 the-power-broker:-a-novel-(christian-gillette--#3) stephen-w.-frey 3.75 0345480600 9780345480606 eng 320 28 1 7/25/2006 ballantine-books
1120,Body-For-Life:-12-Weeks-to-Mental-and-Physical-Strength,Bill-Phillips/Michael-D'Orso,3.74,0060193395,9780060193393,en-US,201,3877,275,6/10/1999,HarperCollins-Publishers--Inc.,1120 body-for-life:-12-weeks-to-mental-and-physical-strength bill-phillips/michael-d'orso 3.74 0060193395 9780060193393 en-us 201 3877 275 6/10/1999 harpercollins-publishers--inc.
1121,Body-for-Life-for-Women:-A-Woman's-Plan-for-Physical-and-Mental-Transformation,Pamela-Peeke/Cindy-Crawford,3.65,1579546013,9781579546014,en-US,288,401,63,4/1/2005,Rodale-Books,1121 body-for-life-for-women:-a-woman's-plan-for-physical-and-mental-transformation pamela-peeke/cindy-crawford 3.65 1579546013 9781579546014 en-us 288 401 63 4/1/2005 rodale-books
1123,Eating-for-Life:-Your-Guide-to-Great-Health--Fat-Loss-and-Increased-Energy!,Bill-Phillips,3.95,0972018417,9780972018418,eng,405,814,51,11/26/2003,High-Point-Media,1123 eating-for-life:-your-guide-to-great-health--fat-loss-and-increased-energy! bill-phillips 3.95 0972018417 9780972018418 eng 405 814 51 11/26/2003 high-point-media
1130,The-Warren-Buffett-Way,Robert-G.-Hagstrom/Bill-Miller/Kenneth-L.-Fisher,4.13,0471743674,9780471743675,en-US,245,228,16,10/1/2005,John-Wiley-&-Sons,1130 the-warren-buffett-way robert-g.-hagstrom/bill-miller/kenneth-l.-fisher 4.13 0471743674 9780471743675 en-us 245 228 16 10/1/2005 john-wiley-&-sons
1138,The-Warren-Buffett-CEO:-Secrets-from-the-Berkshire-Hathaway-Managers,Robert-P.-Miles/Tom-Osborne,4.07,0471430455,9780471430452,eng,432,39,1,4/18/2003,Wiley,1138 the-warren-buffett-ceo:-secrets-from-the-berkshire-hathaway-managers robert-p.-miles/tom-osborne 4.07 0471430455 9780471430452 eng 432 39 1 4/18/2003 wiley
1164,Monkey-Business:-True-Story-of-the-Scopes-Trial,Marvin-N.-Olasky/John-R.-Perry,3.15,0805431578,9780805431575,eng,368,26,8,5/15/2005,B-Books,1164 monkey-business:-true-story-of-the-scopes-trial marvin-n.-olasky/john-r.-perry 3.15 0805431578 9780805431575 eng 368 26 8 5/15/2005 b-books
1167,Junie-B.-Jones-and-a-Little-Monkey-Business-(Junie-B.-Jones--#2),Barbara-Park/Denise-Brunkus,3.99,0679838864,9780679838869,en-US,68,11178,623,2/16/1993,Random-House-Books-for-Young-Readers,1167 junie-b.-jones-and-a-little-monkey-business-(junie-b.-jones--#2) barbara-park/denise-brunkus 3.99 0679838864 9780679838869 en-us 68 11178 623 2/16/1993 random-house-books-for-young-readers
1169,Monkey-Business,Sarah-Mlynowski,3.67,0373250711,9780373250714,eng,392,3379,67,9/24/2004,Red-Dress-Ink,1169 monkey-business sarah-mlynowski 3.67 0373250711 9780373250714 eng 392 3379 67 9/24/2004 red-dress-ink
1171,Liar's-Poker,Michael---Lewis,4.15,0140143459,9780140143454,eng,256,22843,936,10/1/1990,Penguin-Books,1171 liar's-poker michael---lewis 4.15 0140143459 9780140143454 eng 256 22843 936 10/1/1990 penguin-books
1177,Liar's-Poker:-A-Harry-Garnish-Mystery,Frank-McConnell,3.31,0802732291,9780802732293,eng,214,13,1,6/1/1993,Walker-&-Company,1177 liar's-poker:-a-harry-garnish-mystery frank-mcconnell 3.31 0802732291 9780802732293 eng 214 13 1 6/1/1993 walker-&-company
1188,Risotto:-30-Simply-Delicious-Vegetarian-Recipes-from-an-Italian-Kitchen,Ursula-Ferrigno/Jason-Lowe/Maxine--Clark,4.08,1841721476,694055000612,eng,64,8,2,3/1/2001,Ryland-Peters-&-Small,1188 risotto:-30-simply-delicious-vegetarian-recipes-from-an-italian-kitchen ursula-ferrigno/jason-lowe/maxine--clark 4.08 1841721476 694055000612 eng 64 8 2 3/1/2001 ryland-peters-&-small
1191,Giada's-Family-Dinners,Giada-De-Laurentiis/Victoria-Pearson,3.96,030723827X,9780307238276,eng,256,14103,74,4/4/2006,Clarkson-Potter,1191 giada's-family-dinners giada-de-laurentiis/victoria-pearson 3.96 030723827x 9780307238276 eng 256 14103 74 4/4/2006 clarkson-potter
1192,Everyday-Italian:-125-Simple-and-Delicious-Recipes,Giada-De-Laurentiis,3.95,1400052580,9781400052585,eng,256,40125,217,2/22/2005,Clarkson-Potter,1192 everyday-italian:-125-simple-and-delicious-recipes giada-de-laurentiis 3.95 1400052580 9781400052585 eng 256 40125 217 2/22/2005 clarkson-potter
1193,Everyday-Pasta,Giada-De-Laurentiis/Victoria-Pearson,4.09,0307346587,9780307346582,eng,240,8822,55,4/3/2007,Clarkson-Potter,1193 everyday-pasta giada-de-laurentiis/victoria-pearson 4.09 0307346587 9780307346582 eng 240 8822 55 4/3/2007 clarkson-potter
1196,Tyler's-Ultimate:-Brilliant-Simple-Food-to-Make-Any-Time,Tyler-Florence/Petrina-Tinslay,4.09,1400052386,9781400052387,eng,256,3697,34,9/26/2006,Clarkson-Potter,1196 tyler's-ultimate:-brilliant-simple-food-to-make-any-time tyler-florence/petrina-tinslay 4.09 1400052386 9781400052387 eng 256 3697 34 9/26/2006 clarkson-potter
1197,Tyler-Florence's-Real-Kitchen:-An-Indespensible-Guide-for-Anybody-Who-Likes-to-Cook,Tyler-Florence/JoAnn-Cianciulli/Bill-Bettencourt/Bobby-Flay,4.06,0609609971,9780609609972,eng,304,1426,16,3/25/2003,Clarkson-Potter-Publishers,1197 tyler-florence's-real-kitchen:-an-indespensible-guide-for-anybody-who-likes-to-cook tyler-florence/joann-cianciulli/bill-bettencourt/bobby-flay 4.06 0609609971 9780609609972 eng 304 1426 16 3/25/2003 clarkson-potter-publishers
1198,Eat-This-Book:-Cooking-with-Global-Fresh-Flavors,Tyler-Florence/Petrina-Tinslay,3.92,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson-Potter-Publishers,1198 eat-this-book:-cooking-with-global-fresh-flavors tyler-florence/petrina-tinslay 3.92 1400052378 9781400052370 eng 287 275 15 10/1/2004 clarkson-potter-publishers
1202,Freakonomics:-A-Rogue-Economist-Explores-the-Hidden-Side-of-Everything,Steven-D.-Levitt/Stephen-J.-Dubner,3.97,0061234001,9780061234002,eng,320,628745,13034,10/17/2006,William-Morrow,1202 freakonomics:-a-rogue-economist-explores-the-hidden-side-of-everything steven-d.-levitt/stephen-j.-dubner 3.97 0061234001 9780061234002 eng 320 628745 13034 10/17/2006 william-morrow
1204,Freakonomics:-Un-economista-políticamente-incorrecto-explora-el-lado-oculto-de-lo-que-nos-afecta,Steven-D.-Levitt/Stephen-J.-Dubner,3.97,8466625127,9788466625128,spa,250,193,23,8/1/2006,Ediciones-B,1204 freakonomics:-un-economista-políticamente-incorrecto-explora-el-lado-oculto-de-lo-que-nos-afecta steven-d.-levitt/stephen-j.-dubner 3.97 8466625127 9788466625128 spa 250 193 23 8/1/2006 ediciones-b
1206,Freakonomics:-A-Rogue-Economist-Explores-the-Hidden-Side-of-Everything,Steven-D.-Levitt/Stephen-J.-Dubner,3.97,0061245135,9780061245138,en-US,496,98,5,12/8/2006,Harper,1206 freakonomics:-a-rogue-economist-explores-the-hidden-side-of-everything steven-d.-levitt/stephen-j.-dubner 3.97 0061245135 9780061245138 en-us 496 98 5 12/8/2006 harper
1218,The-Last-Assassin-(John-Rain--#5),Barry-Eisler,4.27,0399153594,9780399153594,eng,338,189,25,6/1/2006,Putnam-Publishing-Group,1218 the-last-assassin-(john-rain--#5) barry-eisler 4.27 0399153594 9780399153594 eng 338 189 25 6/1/2006 putnam-publishing-group
1226,Life-of-Pi,Yann-Martel,3.91,0156030209,9780156030205,en-US,401,4318,668,5/3/2004,Mariner-Books-/-Harvest-Books,1226 life-of-pi yann-martel 3.91 0156030209 9780156030205 en-us 401 4318 668 5/3/2004 mariner-books-/-harvest-books
1230,L'Histoire-de-Pi,Yann-Martel/Nicole-Martel/Emile-Martel,3.91,0828808392,9780828808392,fre,448,177,26,11/24/2005,Gallimard,1230 l'histoire-de-pi yann-martel/nicole-martel/emile-martel 3.91 0828808392 9780828808392 fre 448 177 26 11/24/2005 gallimard
1234,Shadows-and-Wind:-A-View-of-Modern-Vietnam,Robert-Templer,3.49,0140285970,9780140285970,eng,400,102,8,9/1/1999,Penguin-Books,1234 shadows-and-wind:-a-view-of-modern-vietnam robert-templer 3.49 0140285970 9780140285970 eng 400 102 8 9/1/1999 penguin-books
1241,A-Million-Little-Pieces,James-Frey,3.65,0307276902,9780307276902,eng,515,206011,10821,9/22/2005,Anchor-Books,1241 a-million-little-pieces james-frey 3.65 0307276902 9780307276902 eng 515 206011 10821 9/22/2005 anchor-books
1242,A-Million-Little-Pieces-of-Feces,Python-Bonkers,3.56,1411677315,9781411677319,en-US,256,43,6,2/10/2006,Lulu.com,1242 a-million-little-pieces-of-feces python-bonkers 3.56 1411677315 9781411677319 en-us 256 43 6 2/10/2006 lulu.com
1243,A-Million-Little-Lies,James-Pinocchio/Pablo-Fenjves,3.41,0061171468,9780061171468,en-US,191,201,24,3/28/2006,William-Morrow-Paperbacks,1243 a-million-little-lies james-pinocchio/pablo-fenjves 3.41 0061171468 9780061171468 en-us 191 201 24 3/28/2006 william-morrow-paperbacks
1246,The-Leadership-Challenge,James-M.-Kouzes/Barry-Z.-Posner,4.05,0787968331,9780787968335,en-US,458,873,40,8/7/2003,Jossey-Bass,1246 the-leadership-challenge james-m.-kouzes/barry-z.-posner 4.05 0787968331 9780787968335 en-us 458 873 40 8/7/2003 jossey-bass
1252,Lincoln-on-Leadership:-Executive-Strategies-for-Tough-Times,Donald-T.-Phillips,4.14,0446394599,9780446394598,eng,193,5354,281,2/1/1993,Business-Plus,1252 lincoln-on-leadership:-executive-strategies-for-tough-times donald-t.-phillips 4.14 0446394599 9780446394598 eng 193 5354 281 2/1/1993 business-plus
1255,Leadership-in-Organizations,Gary-Yukl,3.68,0131494848,9780131494848,en-GB,542,55,4,7/7/2005,Prentice-Hall,1255 leadership-in-organizations gary-yukl 3.68 0131494848 9780131494848 en-gb 542 55 4 7/7/2005 prentice-hall
1265,Leadership,Rudolph-W.-Giuliani,3.72,0316861014,9780316861014,eng,397,1820,147,10/1/2002,Little--Brown,1265 leadership rudolph-w.-giuliani 3.72 0316861014 9780316861014 eng 397 1820 147 10/1/2002 little--brown
1274,Men-Are-from-Mars--Women-Are-from-Venus,John-Gray,3.55,0060574216,9780060574215,eng,368,132062,3303,4/3/2012,Harper-Paperbacks,1274 men-are-from-mars--women-are-from-venus john-gray 3.55 0060574216 9780060574215 eng 368 132062 3303 4/3/2012 harper-paperbacks
1276,Mars-and-Venus-Book-of-Days:-365-Inspriations-to-Enrich-Your-Relationships,John-Gray,3.62,0060192771,9780060192778,en-US,368,18,1,10/21/1998,Harper,1276 mars-and-venus-book-of-days:-365-inspriations-to-enrich-your-relationships john-gray 3.62 0060192771 9780060192778 en-us 368 18 1 10/21/1998 harper
1281,Men-Are-from-Mars--Women-Are-from-Venus,John-Gray,3.55,006123205X,9780061232053,eng,2,43,3,4/3/2007,HarperAudio,1281 men-are-from-mars--women-are-from-venus john-gray 3.55 006123205x 9780061232053 eng 2 43 3 4/3/2007 harperaudio
1290,How-to-Succeed-with-Women,Ron--Louis/David-Copeland,3.76,0735200300,9780735200302,en-US,320,82,13,10/29/1998,Prentice-Hall-Press,1290 how-to-succeed-with-women ron--louis/david-copeland 3.76 0735200300 9780735200302 en-us 320 82 13 10/29/1998 prentice-hall-press
1295,The-Clan-of-the-Cave-Bear-(Earth's-Children--#1),Jean-M.-Auel,4.05,0553381679,9780553381672,eng,512,184418,4432,6/25/2002,Bantam,1295 the-clan-of-the-cave-bear-(earth's-children--#1) jean-m.-auel 4.05 0553381679 9780553381672 eng 512 184418 4432 6/25/2002 bantam
1296,The-Clan-of-the-Cave-Bear-(Earth's-Children--#1),Jean-M.-Auel,4.05,0517542021,9780517542026,eng,468,495,67,5/4/1980,Crown-Publishing-Group,1296 the-clan-of-the-cave-bear-(earth's-children--#1) jean-m.-auel 4.05 0517542021 9780517542026 eng 468 495 67 5/4/1980 crown-publishing-group
1301,Moneyball:-The-Art-of-Winning-an-Unfair-Game,Michael---Lewis,4.26,0393324818,9780393324815,eng,317,85094,4155,3/17/2004,W.-W.-Norton--Company,1301 moneyball:-the-art-of-winning-an-unfair-game michael---lewis 4.26 0393324818 9780393324815 eng 317 85094 4155 3/17/2004 w.-w.-norton--company
1302,Juiced-Official-Strategy-Guide,Doug-Walsh,0.0,0744005612,9780744005615,eng,112,0,0,6/1/2005,BradyGames,1302 juiced-official-strategy-guide doug-walsh 0.0 0744005612 9780744005615 eng 112 0 0 6/1/2005 bradygames
1303,The-48-Laws-of-Power,Robert-Greene/Joost-Elffers,4.18,0140280197,9780140280197,eng,452,60946,3167,9/1/2000,Penguin-(Business),1303 the-48-laws-of-power robert-greene/joost-elffers 4.18 0140280197 9780140280197 eng 452 60946 3167 9/1/2000 penguin-(business)
1305,Gates-of-Fire,Steven-Pressfield,4.42,055338368X,9780553383683,eng,392,21934,1629,9/27/2005,Bantam,1305 gates-of-fire steven-pressfield 4.42 055338368x 9780553383683 eng 392 21934 1629 9/27/2005 bantam
1307,Fire-Sea-(The-Death-Gate-Cycle--#3),Margaret-Weis/Tracy-Hickman,4.07,0553295411,9780553295412,eng,414,16312,175,3/1/1992,Spectra-Books,1307 fire-sea-(the-death-gate-cycle--#3) margaret-weis/tracy-hickman 4.07 0553295411 9780553295412 eng 414 16312 175 3/1/1992 spectra-books
1312,The-Gate-of-Fire-(Oath-Of-Empire-Book-Two),Thomas-Harlan,3.58,0812590104,9780812590104,en-US,721,146,4,6/18/2001,Tor-Classics,1312 the-gate-of-fire-(oath-of-empire-book-two) thomas-harlan 3.58 0812590104 9780812590104 en-us 721 146 4 6/18/2001 tor-classics
1315,The-Afghan-Campaign,Steven-Pressfield,3.96,038551641X,9780385516419,eng,354,3002,198,7/1/2006,Doubleday-Books,1315 the-afghan-campaign steven-pressfield 3.96 038551641x 9780385516419 eng 354 3002 198 7/1/2006 doubleday-books
1317,Tides-of-War,Steven-Pressfield,3.9,0553381393,9780553381399,eng,448,3422,157,8/28/2001,Bantam,1317 tides-of-war steven-pressfield 3.9 0553381393 9780553381399 eng 448 3422 157 8/28/2001 bantam
1318,Last-of-the-Amazons,Steven-Pressfield,3.76,0553382047,9780553382044,eng,400,2138,125,7/1/2003,Bantam,1318 last-of-the-amazons steven-pressfield 3.76 0553382047 9780553382044 eng 400 2138 125 7/1/2003 bantam
1319,The-War-of-Art:-Break-Through-the-Blocks-&-Win-Your-Inner-Creative-Battles,Steven-Pressfield/Robert-McKee,4.0,0446691437,9780446691437,eng,168,53653,4702,4/1/2003,Warner-Books,1319 the-war-of-art:-break-through-the-blocks-&-win-your-inner-creative-battles steven-pressfield/robert-mckee 4.0 0446691437 9780446691437 eng 168 53653 4702 4/1/2003 warner-books
1320,Gita-on-the-Green,Stephen-J.-Rosen/Steven-Pressfield,3.78,0826413013,9780826413017,en-US,176,14,2,5/30/2002,Continuum,1320 gita-on-the-green stephen-j.-rosen/steven-pressfield 3.78 0826413013 9780826413017 en-us 176 14 2 5/30/2002 continuum
1322,Blood-Stripes:-The-Grunt's-View-of-the-War-in-Iraq,David-J.-Danelo/Steven-Pressfield,3.91,0811701646,9780811701648,eng,340,85,6,4/24/2006,Stackpole-Books,1322 blood-stripes:-the-grunt's-view-of-the-war-in-iraq david-j.-danelo/steven-pressfield 3.91 0811701646 9780811701648 eng 340 85 6 4/24/2006 stackpole-books
1326,Phaedrus-and-Letters-VII-and-VIII,Plato/Walter-Hamilton,4.1,0140442758,9780140442755,en-US,160,226,20,1/30/1973,Penguin-Classics,1326 phaedrus-and-letters-vii-and-viii plato/walter-hamilton 4.1 0140442758 9780140442755 en-us 160 226 20 1/30/1973 penguin-classics
1327,Phaedrus,Plato/Robin-Waterfield,3.92,0192802771,9780192802774,eng,128,29,6,1/16/2003,Oxford-University-Press--USA,1327 phaedrus plato/robin-waterfield 3.92 0192802771 9780192802774 eng 128 29 6 1/16/2003 oxford-university-press--usa
1328,Phaedrus,Plato/C.J.-Rowe,3.92,0140449744,9780140449747,eng,176,236,22,8/25/2005,Penguin-Classics,1328 phaedrus plato/c.j.-rowe 3.92 0140449744 9780140449747 eng 176 236 22 8/25/2005 penguin-classics
1334,Lysis/Phaedrus/Symposium:-Plato-on-Homosexuality,Plato/Benjamin-Jowett,4.47,0879756322,9780879756321,eng,157,14,0,12/1/1991,Prometheus-Books,1334 lysis/phaedrus/symposium:-plato-on-homosexuality plato/benjamin-jowett 4.47 0879756322 9780879756321 eng 157 14 0 12/1/1991 prometheus-books
1337,Enthusiasm-and-Divine-Madness,Josef-Pieper/Richard-Winston/Clara-Winston,4.5,189031823X,9781890318239,eng,125,26,4,2/11/2019,St.-Augustines-Press,1337 enthusiasm-and-divine-madness josef-pieper/richard-winston/clara-winston 4.5 189031823x 9781890318239 eng 125 26 4 2/11/2019 st.-augustines-press
1338,On-Love:-Lysis/Symposium/Phaedrus/Alcibiades/Selections-from-Republic-&-Laws,Plato/C.D.C.-Reeve,4.06,0872207889,9780872207882,eng,272,154,4,6/15/2006,Hackett-Publishing-Company--Inc.,1338 on-love:-lysis/symposium/phaedrus/alcibiades/selections-from-republic-&-laws plato/c.d.c.-reeve 4.06 0872207889 9780872207882 eng 272 154 4 6/15/2006 hackett-publishing-company--inc.
1342,Gorgias/Phaedrus-(Agora),Plato/James-H.-Nichols-Jr.,4.35,0801435307,9780801435300,eng,233,18,1,9/1/1998,Cornell-University-Press,1342 gorgias/phaedrus-(agora) plato/james-h.-nichols-jr. 4.35 0801435307 9780801435300 eng 233 18 1 9/1/1998 cornell-university-press
1351,Statesman,Plato/C.J.-Rowe,3.85,0872204626,9780872204621,eng,128,28,7,3/15/1999,Hackett-Publishing-Company--Inc.,1351 statesman plato/c.j.-rowe 3.85 0872204626 9780872204621 eng 128 28 7 3/15/1999 hackett-publishing-company--inc.
1354,Gorgias,Plato/Walter-Hamilton/Chris-Emlyn-Jones,3.95,0140449043,9780140449044,en-GB,208,8186,198,1/29/2004,Penguin-Classics,1354 gorgias plato/walter-hamilton/chris-emlyn-jones 3.95 0140449043 9780140449044 en-gb 208 8186 198 1/29/2004 penguin-classics
1362,The-Histories,Herodotus/Aubrey-de-Sélincourt/John-M.-Marincola,3.99,0140449086,9780140449082,eng,716,34727,597,1/30/2003,Penguin-Books,1362 the-histories herodotus/aubrey-de-sélincourt/john-m.-marincola 3.99 0140449086 9780140449082 eng 716 34727 597 1/30/2003 penguin-books
1363,The-Histories,Herodotus/Aubrey-de-Sélincourt/John-M.-Marincola,3.99,0140446389,9780140446388,eng,622,227,18,9/1/1954,Penguin-Classics,1363 the-histories herodotus/aubrey-de-sélincourt/john-m.-marincola 3.99 0140446389 9780140446388 eng 622 227 18 9/1/1954 penguin-classics
1364,The-History-(Great-Minds),Herodotus/Henry-Francis-Cary,3.99,0879757779,9780879757779,en-US,613,2,0,11/1/1992,Prometheus-Books,1364 the-history-(great-minds) herodotus/henry-francis-cary 3.99 0879757779 9780879757779 en-us 613 2 0 11/1/1992 prometheus-books
1365,The-Histories,Herodotus/Carolyn-Dewald/Robin-Waterfield,3.99,0192824252,9780192824257,eng,772,271,41,11/19/1998,Oxford-University-Press,1365 the-histories herodotus/carolyn-dewald/robin-waterfield 3.99 0192824252 9780192824257 eng 772 271 41 11/19/1998 oxford-university-press
1366,The-Histories,Herodotus/Aubrey-de-Sélincourt/Andrew-Robert-Burn,3.99,0140440348,9780140440348,en-US,653,143,17,8/30/1970,Penguin-Classics,1366 the-histories herodotus/aubrey-de-sélincourt/andrew-robert-burn 3.99 0140440348 9780140440348 en-us 653 143 17 8/30/1970 penguin-classics
1367,The-Histories,Herodotus/Jennifer-Tolbert-Roberts/Walter-Blanco,3.99,0393959465,9780393959468,en-US,464,40,5,1/17/1992,W.W.-Norton-&-Company,1367 the-histories herodotus/jennifer-tolbert-roberts/walter-blanco 3.99 0393959465 9780393959468 en-us 464 40 5 1/17/1992 w.w.-norton-&-company
1368,The-Histories,Herodotus/Edward-Henry-Blakeney/George-Rawlinson/Rosalind-Thomas,3.99,0375400613,9780375400612,en-US,816,132,10,3/25/1997,Everyman's-Library-234,1368 the-histories herodotus/edward-henry-blakeney/george-rawlinson/rosalind-thomas 3.99 0375400613 9780375400612 en-us 816 132 10 3/25/1997 everyman's-library-234
1369,The-History,Herodotus/Peter-Grene,3.99,0226327701,9780226327709,en-US,710,36,6,3/14/1987,University-of-Chicago-Press,1369 the-history herodotus/peter-grene 3.99 0226327701 9780226327709 en-us 710 36 6 3/14/1987 university-of-chicago-press
1371,The-Iliad,Homer/Robert-Fagles/Bernard-Knox,3.86,0140275363,9780140275360,eng,683,288792,3423,4/29/1999,Penguin-Classics,1371 the-iliad homer/robert-fagles/bernard-knox 3.86 0140275363 9780140275360 eng 683 288792 3423 4/29/1999 penguin-classics
1373,Iliad,Homer/Stanley-Lombardo/Sheila-Murnaghan,3.86,0872203522,9780872203525,en-US,574,1058,137,3/12/1997,Hackett-Publishing-Company--Inc.,1373 iliad homer/stanley-lombardo/sheila-murnaghan 3.86 0872203522 9780872203525 en-us 574 1058 137 3/12/1997 hackett-publishing-company--inc.
